"D_Gemeente";"D_Postnummer";"D_GemeenteNaam";"D_LandCode"
"1290";"3740";"Kleine-Spouwen";"BEL"
"1291";"3870";"Klein-Gelmen";"BEL"
"1292";"8420";"Klemskerke";"BEL"
"1293";"8650";"Klerken";"BEL"
"1294";"9690";"Kluisbergen";"BEL"
"1295";"9940";"Kluizen";"BEL"
"1296";"9910";"Knesselare";"BEL"
"1297";"8300";"Knokke";"BEL"
"1298";"8300";"Knokke-Heist";"BEL"
"1299";"1730";"Kobbegem";"BEL"
"1300";"8680";"Koekelare";"BEL"
"1301";"1081";"Koekelberg";"BEL"
"1302";"3582";"Koersel";"BEL"
"1303";"8670";"Koksijde";"BEL"
"1304";"3840";"Kolmont (Borgloon)";"BEL"
"1305";"3700";"Kolmont (Tongeren)";"BEL"
"1306";"7780";"Komen";"BEL"
"1307";"7780";"Komen-Waasten";"BEL"
"1308";"2500";"Koningshooikt";"BEL"
"1309";"3700";"Koninksem";"BEL"
"1310";"2550";"Kontich";"BEL"
"1311";"8510";"Kooigem";"BEL"
"1312";"8000";"Koolkerke";"BEL"
"1313";"8851";"Koolskamp";"BEL"
"1314";"3060";"Korbeek-Dijle";"BEL"
"1315";"3360";"Korbeek-Lo";"BEL"
"1316";"8610";"Kortemark";"BEL"
"1317";"3470";"Kortenaken";"BEL"
"1318";"3070";"Kortenberg";"BEL"
"1319";"3720";"Kortessem";"BEL"
"1320";"3890";"Kortijs";"BEL"
"1321";"8500";"Kortrijk";"BEL"
"1322";"3220";"Kortrijk-Dutsel";"BEL"
"1323";"3850";"Kozen";"BEL"
"1324";"1950";"Kraainem";"BEL"
"1325";"8972";"Krombeke";"BEL"
"1326";"9150";"Kruibeke";"BEL"
"1327";"9770";"Kruishoutem";"BEL"
"1328";"3300";"Kumtich";"BEL"
"1329";"3511";"Kuringen";"BEL"
"1330";"3840";"Kuttekoven";"BEL"
"1331";"8520";"Kuurne";"BEL"
"1332";"3945";"Kwaadmechelen";"BEL"
"1333";"9690";"Kwaremont";"BEL"
"1334";"7080";"La Bouverie";"BEL"
"1335";"5080";"La Bruy?re";"BEL"
"1336";"4720";"La Calamine";"BEL"
"1337";"7611";"La Glanerie";"BEL"
"1338";"4987";"La Gleize";"BEL"
"1339";"7170";"La Hestre";"BEL"
"1340";"1310";"La Hulpe";"BEL"
"1341";"7100";"La Louvi?re";"BEL"
"1342";"4910";"La Reid";"BEL"
"1343";"6980";"La Roche-en-Ardenne";"BEL"
"1344";"2430";"Laakdal";"BEL"
"1345";"3400";"Laar";"BEL"
"1346";"9270";"Laarne";"BEL"
"1347";"6567";"Labuissi?re";"BEL"
"1348";"6821";"Lacuisine";"BEL"
"1349";"7950";"Ladeuze";"BEL"
"1350";"1020";"Laeken (Bruxelles)";"BEL"
"1351";"5550";"Lafor?t";"BEL"
"1352";"7890";"Lahamaide";"BEL"
"1353";"1020";"Laken (Brussel)";"BEL"
"1354";"7522";"Lamain";"BEL"
"1355";"4800";"Lambermont";"BEL"
"1356";"6220";"Lambusart";"BEL"
"1357";"4350";"Lamine";"BEL"
"1358";"4210";"Lamontz?e";"BEL"
"1359";"6767";"Lamorteau";"BEL"
"1360";"8600";"Lampernisse";"BEL"
"1361";"3620";"Lanaken";"BEL"
"1362";"4600";"Lanaye";"BEL"
"1363";"9850";"Landegem";"BEL"
"1364";"6111";"Landelies";"BEL"
"1365";"3400";"Landen";"BEL"
"1366";"5300";"Landenne";"BEL"
"1367";"9860";"Landskouter";"BEL"
"1368";"5651";"Laneffe";"BEL"
"1369";"3201";"Langdorp";"BEL"
"1370";"8920";"Langemark";"BEL"
"1371";"8920";"Langemark-Poelkapelle";"BEL"
"1372";"3650";"Lanklaar";"BEL"
"1373";"7800";"Lanquesaint";"BEL"
"1374";"4450";"Lantin";"BEL"
"1375";"4300";"Lantremange";"BEL"
"1376";"7622";"Laplaigne";"BEL"
"1377";"8340";"Lapscheure";"BEL"
"1378";"1380";"Lasne";"BEL"
"1379";"1380";"Lasne-Chapelle-Saint-Lambert";"BEL"
"1380";"1370";"Lathuy";"BEL"
"1381";"4261";"Latinne";"BEL"
"1382";"6761";"Latour";"BEL"
"1383";"3700";"Lauw";"BEL"
"1384";"8930";"Lauwe";"BEL"
"1385";"6681";"Lavacherie";"BEL"
"1386";"5580";"Lavaux-Sainte-Anne";"BEL"
"1387";"4217";"Lavoir";"BEL"
"1388";"5670";"Le Mesnil";"BEL"
"1389";"7070";"Le Roeulx";"BEL"
"1390";"5070";"Le Roux";"BEL"
"1391";"9280";"Lebbeke";"BEL"
"1392";"1320";"l'Ecluse";"BEL"
"1393";"9340";"Lede";"BEL"
"1394";"9050";"Ledeberg (Gent)";"BEL"
"1395";"8880";"Ledegem";"BEL"
"1396";"3061";"Leefdaal";"BEL"
"1397";"1755";"Leerbeek";"BEL"
"1398";"6142";"Leernes";"BEL"
"1399";"6530";"Leers-et-Fosteau";"BEL"
"1400";"7730";"Leers-Nord";"BEL"
"1401";"2811";"Leest";"BEL"
"1402";"9620";"Leeuwergem";"BEL"
"1403";"8432";"Leffinge";"BEL"
"1404";"6860";"L?glise";"BEL"
"1405";"5590";"Leignon";"BEL"
"1406";"8691";"Leisele";"BEL"
"1407";"8600";"Leke";"BEL"
"1408";"1502";"Lembeek";"BEL"
"1409";"9971";"Lembeke";"BEL"
"1410";"9820";"Lemberge";"BEL"
"1411";"8860";"Lendelede";"BEL"
"1412";"1750";"Lennik";"BEL"
"1413";"7870";"Lens";"BEL"
"1414";"4280";"Lens-Saint-Remy";"BEL"
"1415";"4250";"Lens-Saint-Servais";"BEL"
"1416";"4360";"Lens-sur-Geer";"BEL"
"1417";"3970";"Leopoldsburg";"BEL"
"1418";"4560";"Les Avins";"BEL"
"1419";"6210";"Les Bons Villers";"BEL"
"1420";"6811";"Les Bulles";"BEL"
"1421";"6830";"Les Hayons";"BEL"
"1422";"4317";"Les Waleffes";"BEL"
"1423";"6464";"l'Escaill?re";"BEL"
"1424";"7621";"Lesdain";"BEL"
"1425";"7860";"Lessines";"BEL"
"1426";"5580";"Lessive";"BEL"
"1427";"6953";"Lesterny";"BEL"
"1428";"5170";"Lesve";"BEL"
"1429";"7850";"Lettelingen";"BEL"
"1430";"9521";"Letterhoutem";"BEL"
"1431";"6500";"Leugnies";"BEL"
"1432";"9700";"Leupegem";"BEL"
"1433";"3630";"Leut";"BEL"
"1434";"3000";"Leuven";"BEL"
"1435";"5310";"Leuze (Nam.)";"BEL"
"1436";"7900";"Leuze-en-Hainaut";"BEL"
"1437";"6500";"Leval-Chaudeville";"BEL"
"1438";"7134";"Leval-Trahegnies";"BEL"
"1439";"6238";"Liberchies";"BEL"
"1440";"6890";"Libin";"BEL"
"1441";"6800";"Libramont-Chevigny";"BEL"
"1442";"2460";"Lichtaart";"BEL"
"1443";"8810";"Lichtervelde";"BEL"
"1444";"1770";"Liedekerke";"BEL"
"1445";"9400";"Lieferinge";"BEL"
"1446";"4000";"Li?ge";"BEL"
"1447";"4020";"Li?ge";"BEL"
"1448";"4030";"Li?ge";"BEL"
"1449";"2500";"Lier";"BEL"
"1450";"9570";"Lierde";"BEL"
"1451";"4990";"Lierneux";"BEL"
"1452";"5310";"Liernu";"BEL"
"1453";"4042";"Liers";"BEL"
"1454";"2870";"Liezele";"BEL"
"1455";"7812";"Ligne";"BEL"
"1456";"4254";"Ligney";"BEL"
"1457";"5140";"Ligny";"BEL"
"1458";"2275";"Lille";"BEL"
"1459";"2040";"Lillo";"BEL"
"1460";"1428";"Lillois-Witterz?e";"BEL"
"1461";"1300";"Limal";"BEL"
"1462";"4830";"Limbourg";"BEL"
"1463";"1342";"Limelette";"BEL"
"1464";"6670";"Limerl?";"BEL"
"1465";"4357";"Limont";"BEL"
"1466";"4287";"Lincent";"BEL"
"1467";"3210";"Linden";"BEL"
"1468";"1630";"Linkebeek";"BEL"
"1469";"3560";"Linkhout";"BEL"
"1470";"1357";"Linsmeau";"BEL"
"1471";"2547";"Lint";"BEL"
"1472";"3350";"Linter";"BEL"
"1473";"2890";"Lippelo";"BEL"
"1474";"5501";"Lisogne";"BEL"
"1475";"8380";"Lissewege";"BEL"
"1476";"5101";"Lives-sur-Meuse";"BEL"
"1477";"4600";"Lixhe";"BEL"
"1478";"8647";"Lo";"BEL"
"1479";"6540";"Lobbes";"BEL"
"1480";"9080";"Lochristi";"BEL"
"1481";"6042";"Lodelinsart";"BEL"
"1482";"2990";"Loenhout";"BEL"
"1483";"8958";"Loker";"BEL"
"1484";"9160";"Lokeren";"BEL"
"1485";"3545";"Loksbergen";"BEL"
"1486";"8434";"Lombardsijde";"BEL"
"1487";"7870";"Lombise";"BEL"
"1488";"3920";"Lommel";"BEL"
"1489";"4783";"Lommersweiler";"BEL"
"1490";"6463";"Lompret";"BEL"
"1491";"6924";"Lomprez";"BEL"
"1492";"4431";"Loncin";"BEL"
"1493";"1840";"Londerzeel";"BEL"
"1494";"6688";"Longchamps (Lux.)";"BEL"
"1495";"5310";"Longchamps (Nam.)";"BEL"
"1496";"6840";"Longlier";"BEL"
"1497";"1325";"Longueville";"BEL"
"1498";"6600";"Longvilly";"BEL"
"1499";"4710";"Lontzen";"BEL"
"1500";"5030";"Lonz?e";"BEL"
"1501";"3040";"Loonbeek";"BEL"
"1502";"8210";"Loppem";"BEL"
"1503";"4987";"Lorc?";"BEL"
"1504";"8647";"Lo-Reninge";"BEL"
"1505";"1651";"Lot";"BEL"
"1506";"9880";"Lotenhulle";"BEL"
"1507";"5575";"Louette-Saint-Denis";"BEL"
"1508";"5575";"Louette-Saint-Pierre";"BEL"
"1509";"1471";"Loupoigne";"BEL"
"1510";"1348";"Louvain-la-Neuve";"BEL"
"1511";"4141";"Louveign?";"BEL"
"1512";"9920";"Lovendegem";"BEL"
"1513";"3360";"Lovenjoel";"BEL"
"1514";"6280";"Loverval";"BEL"
"1515";"5101";"Loyers";"BEL"
"1516";"3210";"Lubbeek";"BEL"
"1517";"7700";"Luingne";"BEL"
"1518";"3560";"Lummen";"BEL"
"1519";"5170";"Lustin";"BEL"
"1520";"6238";"Luttre";"BEL"
"1521";"9680";"Maarkedal";"BEL"
"1522";"9680";"Maarke-Kerkem";"BEL"
"1523";"3680";"Maaseik";"BEL"
"1524";"3630";"Maasmechelen";"BEL"
"1525";"6663";"Mabompr?";"BEL"
"1526";"1830";"Machelen (Bt.)";"BEL"
"1527";"9870";"Machelen (O.-Vl.)";"BEL"
"1528";"6591";"Macon";"BEL"
"1529";"6593";"Macquenoise";"BEL"
"1530";"5374";"Maffe";"BEL"
"1531";"7810";"Maffle";"BEL"
"1532";"4623";"Magn?e";"BEL"
"1533";"5330";"Maillen";"BEL"
"1534";"7812";"Mainvault";"BEL"
"1535";"7020";"Maisi?res";"BEL"
"1536";"6852";"Maissin";"BEL"
"1537";"5300";"Maizeret";"BEL"
"1538";"3700";"Mal";"BEL"
"1539";"9990";"Maldegem";"BEL"
"1540";"1840";"Malderen";"BEL"
"1541";"6960";"Malempr?";"BEL"
"1542";"1360";"Mal?ves-Sainte-Marie-Wastines";"BEL"
"1543";"2390";"Malle";"BEL"
"1544";"4960";"Malmedy";"BEL"
"1545";"5020";"Malonne";"BEL"
"1546";"5575";"Malvoisin";"BEL"
"1547";"7170";"Manage";"BEL"
"1548";"4760";"Manderfeld";"BEL"
"1549";"6960";"Manhay";"BEL"
"1550";"8433";"Mannekensvere";"BEL"
"1551";"1380";"Maransart";"BEL"
"1552";"1495";"Marbais (Bt.)";"BEL"
"1553";"6120";"Marbaix (Ht.)";"BEL"
"1554";"6724";"Marbehan";"BEL"
"1555";"6900";"Marche-en-Famenne";"BEL"
"1556";"5024";"Marche-les-Dames";"BEL"
"1557";"7190";"Marche-lez-Ecaussinnes";"BEL"
"1558";"6030";"Marchienne-au-Pont";"BEL"
"1559";"4570";"Marchin";"BEL"
"1560";"7387";"Marchipont";"BEL"
"1561";"5380";"Marchovelette";"BEL"
"1562";"6001";"Marcinelle";"BEL"
"1563";"6987";"Marcourt";"BEL"
"1564";"7850";"Marcq";"BEL"
"1565";"6990";"Marenne";"BEL"
"1566";"9030";"Mariakerke (Gent)";"BEL"
"1567";"2880";"Mariekerke (Bornem)";"BEL"
"1568";"5660";"Mariembourg";"BEL"
"1569";"1350";"Marilles";"BEL"
"1570";"7850";"Mark";"BEL"
"1571";"8510";"Marke (Kortrijk)";"BEL"
"1572";"8720";"Markegem";"BEL"
"1573";"4210";"Marneffe";"BEL"
"1574";"7522";"Marquain";"BEL"
"1575";"6630";"Martelange";"BEL"
"1576";"3742";"Martenslinde";"BEL"
"1577";"5573";"Martouzin-Neuville";"BEL"
"1578";"6953";"Masbourg";"BEL"
"1579";"7050";"Masnuy-Saint-Jean (Jurbise)";"BEL"
"1580";"7050";"Masnuy-Saint-Pierre";"BEL"
"1581";"9230";"Massemen";"BEL"
"1582";"2240";"Massenhoven";"BEL"
"1583";"5680";"Matagne-la-Grande";"BEL"
"1584";"5680";"Matagne-la-Petite";"BEL"
"1585";"9700";"Mater";"BEL"
"1586";"7640";"Maubray";"BEL"
"1587";"7534";"Maulde";"BEL"
"1588";"7110";"Maurage";"BEL"
"1589";"5670";"Maz?e";"BEL"
"1590";"1745";"Mazenzele";"BEL"
"1591";"5032";"Mazy";"BEL"
"1592";"5372";"M?an";"BEL"
"1593";"2800";"Mechelen";"BEL"
"1594";"3630";"Mechelen-aan-de-Maas";"BEL"
"1595";"3870";"Mechelen-Bovelingen";"BEL"
"1596";"4219";"Meeffe";"BEL"
"1597";"3391";"Meensel-Kiezegem";"BEL"
"1598";"2321";"Meer";"BEL"
"1599";"3078";"Meerbeek";"BEL"
"1600";"9402";"Meerbeke";"BEL"
"1601";"9170";"Meerdonk";"BEL"
"1602";"2450";"Meerhout";"BEL"
"1603";"2328";"Meerle";"BEL"
"1604";"3630";"Meeswijk";"BEL"
"1605";"8377";"Meetkerke";"BEL"
"1606";"3670";"Meeuwen";"BEL"
"1607";"3670";"Meeuwen-Gruitrode";"BEL"
"1608";"5310";"Mehaigne";"BEL"
"1609";"9800";"Meigem";"BEL"
"1610";"9630";"Meilegem";"BEL"
"1611";"1860";"Meise";"BEL"
"1612";"6769";"Meix-Devant-Virton";"BEL"
"1613";"6747";"Meix-le-Tige";"BEL"
"1614";"9700";"Melden";"BEL"
"1615";"3320";"Meldert (Bt.)";"BEL"
"1616";"3560";"Meldert (Limb.)";"BEL"
"1617";"9310";"Meldert (O.-Vl.)";"BEL"
"1618";"4633";"Melen";"BEL"
"1619";"1370";"M?lin";"BEL"
"1620";"3350";"Melkwezer";"BEL"
"1621";"9090";"Melle";"BEL"
"1622";"1495";"Mellery";"BEL"
"1623";"7540";"Melles";"BEL"
"1624";"6211";"Mellet";"BEL"
"1625";"6860";"Mellier";"BEL"
"1626";"1820";"Melsbroek";"BEL"
"1627";"9120";"Melsele";"BEL"
"1628";"9820";"Melsen";"BEL"
"1629";"4837";"Membach";"BEL"
"1630";"5550";"Membre";"BEL"
"1631";"3770";"Membruggen";"BEL"
"1632";"9042";"Mendonk";"BEL"
"1633";"8930";"Menen";"BEL"
"1634";"6567";"Merbes-le-Ch?teau";"BEL"
"1635";"6567";"Merbes-Sainte-Marie";"BEL"
"1636";"1785";"Merchtem";"BEL"
"1637";"4280";"Merdorp";"BEL"
"1638";"9420";"Mere";"BEL"
"1639";"9820";"Merelbeke";"BEL"
"1640";"9850";"Merendree";"BEL"
"1641";"8650";"Merkem";"BEL"
"1642";"2170";"Merksem (Antwerpen)";"BEL"
"1643";"2330";"Merksplas";"BEL"
"1644";"5600";"Merlemont";"BEL"
"1645";"8957";"Mesen";"BEL"
"1646";"7822";"Meslin-l'Ev?que";"BEL"
"1647";"5560";"Mesnil-Eglise";"BEL"
"1648";"5560";"Mesnil-Saint-Blaise";"BEL"
"1649";"9200";"Mespelare";"BEL"
"1650";"6780";"Messancy";"BEL"
"1651";"3272";"Messelbroek";"BEL"
"1652";"8957";"Messines";"BEL"
"1653";"7022";"Mesvin";"BEL"
"1654";"3870";"Mettekoven";"BEL"
"1655";"5640";"Mettet";"BEL"
"1656";"8760";"Meulebeke";"BEL"
"1657";"5081";"Meux";"BEL"
"1658";"7942";"M?vergnies-lez-Lens";"BEL"
"1659";"4770";"Meyerode";"BEL"
"1660";"9660";"Michelbeke";"BEL"
"1661";"4630";"Micheroux";"BEL"
"1662";"9992";"Middelburg";"BEL"
"1663";"8430";"Middelkerke";"BEL"
"1664";"5376";"Mi?cret";"BEL"
"1665";"3891";"Mielen-Boven-Aalst";"BEL"
"1666";"7070";"Mignault";"BEL"
"1667";"3770";"Millen";"BEL"
"1668";"4041";"Milmort";"BEL"
"1669";"2322";"Minderhout";"BEL"
"1670";"6870";"Mirwart";"BEL"
"1671";"4577";"Modave";"BEL"
"1672";"3790";"Moelingen";"BEL"
"1673";"8552";"Moen";"BEL"
"1674";"9500";"Moerbeke";"BEL"
"1675";"9180";"Moerbeke-Waas";"BEL"
"1676";"8470";"Moere";"BEL"
"1677";"8340";"Moerkerke";"BEL"
"1678";"9220";"Moerzeke";"BEL"
"1679";"7700";"Moeskroen";"BEL"
"1680";"4520";"Moha";"BEL"
"1681";"5361";"Mohiville";"BEL"
"1682";"5060";"Moignel?e";"BEL"
"1683";"6800";"Moircy";"BEL"
"1684";"2400";"Mol";"BEL"
"1685";"7760";"Molenbaix";"BEL"
"1686";"1080";"Molenbeek-Saint-Jean";"BEL"
"1687";"3461";"Molenbeek-Wersbeek";"BEL"
"1688";"3640";"Molenbeersel";"BEL"
"1689";"3294";"Molenstede";"BEL"
"1690";"1730";"Mollem";"BEL"
"1691";"4350";"Momalle";"BEL"
"1692";"6590";"Momignies";"BEL"
"1693";"5555";"Monceau-en-Ardenne";"BEL"
"1694";"6592";"Monceau-Imbrechies";"BEL"
"1695";"6031";"Monceau-sur-Sambre";"BEL"
"1696";"7000";"Mons";"BEL"
"1697";"4400";"Mons-lez-Li?ge";"BEL"
"1698";"1400";"Monstreux";"BEL"
"1699";"6661";"Mont (Lux.)";"BEL"
"1700";"5530";"Mont (Nam.)";"BEL"
"1701";"6470";"Montbliart";"BEL"
"1702";"7750";"Mont-de-l'Enclus";"BEL"
"1703";"4420";"Montegn?e";"BEL"
"1704";"3890";"Montenaken";"BEL"
"1705";"5580";"Mont-Gauthier";"BEL"
"1706";"7870";"Montignies-lez-Lens";"BEL"
"1707";"6560";"Montignies-Saint-Christophe";"BEL"
"1708";"7387";"Montignies-sur-Roc";"BEL"
"1709";"6061";"Montignies-sur-Sambre";"BEL"
"1710";"6110";"Montigny-le-Tilleul";"BEL"
"1711";"6674";"Montleban";"BEL"
"1712";"7911";"Montroeul-au-Bois";"BEL"
"1713";"7350";"Montroeul-sur-Haine";"BEL"
"1714";"1367";"Mont-Saint-Andr?";"BEL"
"1715";"7542";"Mont-Saint-Aubert";"BEL"
"1716";"7141";"Mont-Sainte-Aldegonde";"BEL"
"1717";"6540";"Mont-Sainte-Genevi?ve";"BEL"
"1718";"1435";"Mont-Saint-Guibert";"BEL"
"1719";"6032";"Mont-sur-Marchienne";"BEL"
"1720";"4850";"Montzen";"BEL"
"1721";"9310";"Moorsel";"BEL"
"1722";"8560";"Moorsele";"BEL"
"1723";"8890";"Moorslede";"BEL"
"1724";"9860";"Moortsele";"BEL"
"1725";"3740";"Mopertingen";"BEL"
"1726";"9790";"Moregem";"BEL"
"1727";"4850";"Moresnet";"BEL"
"1728";"6640";"Morhet";"BEL"
"1729";"5621";"Morialm?";"BEL"
"1730";"2200";"Morkhoven";"BEL"
"1731";"7140";"Morlanwelz";"BEL"
"1732";"7140";"Morlanwelz-Mariemont";"BEL"
"1733";"6997";"Mormont";"BEL"
"1734";"5190";"Mornimont";"BEL"
"1735";"4670";"Mortier";"BEL"
"1736";"4607";"Mortroux";"BEL"
"1737";"2640";"Mortsel";"BEL"
"1738";"5620";"Morville";"BEL"
"1739";"3790";"Mouland";"BEL"
"1740";"7812";"Moulbaix";"BEL"
"1741";"7543";"Mourcourt";"BEL"
"1742";"7700";"Mouscron";"BEL"
"1743";"7911";"Moustier (Ht.)";"BEL"
"1744";"5190";"Moustier-sur-Sambre";"BEL"
"1745";"5550";"Mouzaive";"BEL"
"1746";"4280";"Moxhe";"BEL"
"1747";"5340";"Mozet";"BEL"
"1748";"3891";"Muizen (Limb.)";"BEL"
"1749";"2812";"Muizen (Mechelen)";"BEL"
"1750";"9700";"Mullem";"BEL"
"1751";"9630";"Munkzwalm";"BEL"
"1752";"6820";"Muno";"BEL"
"1753";"3740";"Munsterbilzen";"BEL"
"1754";"9820";"Munte";"BEL"
"1755";"6750";"Musson";"BEL"
"1756";"6750";"Mussy-la-Ville";"BEL"
"1757";"4190";"My";"BEL"
"1758";"7062";"Naast";"BEL"
"1759";"6660";"Nadrin";"BEL"
"1760";"5550";"Nafraiture";"BEL"
"1761";"6120";"Nalinnes";"BEL"
"1762";"5300";"Nam?che";"BEL"
"1763";"5000";"Namur";"BEL"
"1764";"4550";"Nandrin";"BEL"
"1765";"5100";"Naninne";"BEL"
"1766";"5555";"Naom?";"BEL"
"1767";"6950";"Nassogne";"BEL"
"1768";"5360";"Natoye";"BEL"
"1769";"1110";"NAVO - NATO";"BEL"
"1770";"9810";"Nazareth";"BEL"
"1771";"7730";"N?chin";"BEL"
"1772";"9500";"Nederboelare";"BEL"
"1773";"9660";"Nederbrakel";"BEL"
"1774";"9700";"Nederename";"BEL"
"1775";"9400";"Nederhasselt";"BEL"
"1776";"1910";"Nederokkerzeel";"BEL"
"1777";"1120";"Neder-Over-Heembeek (Bru.)";"BEL"
"1778";"9636";"Nederzwalm-Hermelgem";"BEL"
"1779";"3670";"Neerglabbeek";"BEL"
"1780";"3620";"Neerharen";"BEL"
"1781";"3350";"Neerhespen";"BEL"
"1782";"1357";"Neerheylissem";"BEL"
"1783";"3040";"Neerijse";"BEL"
"1784";"3404";"Neerlanden";"BEL"
"1785";"3350";"Neerlinter";"BEL"
"1786";"3680";"Neeroeteren";"BEL"
"1787";"3910";"Neerpelt";"BEL"
"1788";"3700";"Neerrepen";"BEL"
"1789";"3370";"Neervelp";"BEL"
"1790";"7784";"Neerwaasten";"BEL"
"1791";"3400";"Neerwinden";"BEL"
"1792";"9403";"Neigem";"BEL"
"1793";"3700";"Nerem";"BEL"
"1794";"4870";"Nessonvaux";"BEL"
"1795";"1390";"Nethen";"BEL"
"1796";"5377";"Nettinne";"BEL"
"1797";"6840";"Neufch?teau";"BEL"
"1798";"4608";"Neufch?teau (Lg.)";"BEL"
"1799";"7332";"Neufmaison";"BEL"
"1800";"7063";"Neufvilles";"BEL"
"1801";"4721";"Neu-Moresnet";"BEL"
"1802";"4120";"Neupr?";"BEL"
"1803";"5600";"Neuville (Philippeville)";"BEL"
"1804";"4121";"Neuville-en-Condroz";"BEL"
"1805";"9850";"Nevele";"BEL"
"1806";"2845";"Niel";"BEL"
"1807";"3668";"Niel-bij-As";"BEL"
"1808";"3890";"Niel-bij-Sint-Truiden";"BEL"
"1809";"9506";"Nieuwenhove";"BEL"
"1810";"1880";"Nieuwenrode";"BEL"
"1811";"9320";"Nieuwerkerken (Aalst)";"BEL"
"1812";"3850";"Nieuwerkerken (Limb.)";"BEL"
"1813";"8600";"Nieuwkapelle";"BEL"
"1814";"8950";"Nieuwkerke";"BEL"
"1815";"9100";"Nieuwkerken-Waas";"BEL"
"1816";"8377";"Nieuwmunster";"BEL"
"1817";"8620";"Nieuwpoort";"BEL"
"1818";"3221";"Nieuwrode";"BEL"
"1819";"2560";"Nijlen";"BEL"
"1820";"1457";"Nil-Saint-Vincent-Saint-Martin";"BEL"
"1821";"7020";"Nimy";"BEL"
"1822";"9400";"Ninove";"BEL"
"1823";"5670";"Nismes";"BEL"
"1824";"1400";"Nivelles";"BEL"
"1825";"5680";"Niverl?e";"BEL"
"1826";"6640";"Nives";"BEL"
"1827";"6717";"Nobressart";"BEL"
"1828";"1320";"Nodebais";"BEL"
"1829";"1350";"Noduwez";"BEL"
"1830";"7080";"Noirchain";"BEL"
"1831";"6831";"Noirefontaine";"BEL"
"1832";"5377";"Noiseux";"BEL"
"1833";"9771";"Nokere";"BEL"
"1834";"6851";"Nollevaux";"BEL"
"1835";"2200";"Noorderwijk";"BEL"
"1836";"8647";"Noordschote";"BEL"
"1837";"1930";"Nossegem";"BEL"
"1838";"6717";"Nothomb";"BEL"
"1839";"7022";"Nouvelles";"BEL"
"1840";"4347";"Noville (Lg.)";"BEL"
"1841";"6600";"Noville (Lux.)";"BEL"
"1842";"5380";"Noville-les-Bois";"BEL"
"1843";"5310";"Noville-sur-M?haigne";"BEL"
"1844";"9681";"Nukerke";"BEL"
"1845";"6230";"Obaix";"BEL"
"1846";"7743";"Obigies";"BEL"
"1847";"7034";"Obourg";"BEL"
"1848";"6890";"Ochamps";"BEL"
"1849";"4560";"Ocquier";"BEL"
"1850";"6960";"Odeigne";"BEL"
"1851";"4367";"Odeur";"BEL"
"1852";"8730";"Oedelem";"BEL"
"1853";"8800";"Oekene";"BEL"
"1854";"2520";"Oelegem";"BEL"
"1855";"8690";"Oeren";"BEL"
"1856";"8720";"Oeselgem";"BEL"
"1857";"1755";"Oetingen";"BEL"
"1858";"7911";"Oeudeghien";"BEL"
"1859";"2260";"Oevel";"BEL"
"1860";"6850";"Offagne";"BEL"
"1861";"7862";"Ogy";"BEL"
"1862";"1380";"Ohain";"BEL"
"1863";"5350";"Ohey";"BEL"
"1864";"5670";"Oignies-en-Thi?rache";"BEL"
"1865";"1480";"Oisquercq";"BEL"
"1866";"5555";"Oizy";"BEL"
"1867";"9400";"Okegem";"BEL"
"1868";"2250";"Olen";"BEL"
"1869";"4300";"Oleye";"BEL"
"1870";"7866";"Ollignies";"BEL"
"1871";"5670";"Olloy-sur-Viroin";"BEL"
"1872";"2491";"Olmen";"BEL"
"1873";"4877";"Olne";"BEL"
"1874";"9870";"Olsene";"BEL"
"1875";"4252";"Omal";"BEL"
"1876";"4540";"Ombret";"BEL"
"1877";"5600";"Omez?e";"BEL"
"1878";"6900";"On";"BEL"
"1879";"5520";"Onhaye";"BEL"
"1880";"9500";"Onkerzele";"BEL"
"1881";"7387";"Onnezies";"BEL"
"1882";"5190";"Onoz";"BEL"
"1883";"1760";"Onze-Lieve-Vrouw-Lombeek";"BEL"
"1884";"2861";"Onze-Lieve-Vrouw-Waver";"BEL"
"1885";"8710";"Ooigem";"BEL"
"1886";"9790";"Ooike (Wortegem-Petegem)";"BEL"
"1887";"9620";"Oombergen (Zottegem)";"BEL"
"1888";"3300";"Oorbeek";"BEL"
"1889";"9340";"Oordegem";"BEL"
"1890";"9041";"Oostakker";"BEL"
"1891";"8670";"Oostduinkerke";"BEL"
"1892";"9968";"Oosteeklo";"BEL"
"1893";"8400";"Oostende";"BEL"
"1894";"9860";"Oosterzele";"BEL"
"1895";"3945";"Oostham";"BEL"
"1896";"8020";"Oostkamp";"BEL"
"1897";"8340";"Oostkerke (Damme)";"BEL"
"1898";"8600";"Oostkerke (Diksmuide)";"BEL"
"1899";"2390";"Oostmalle";"BEL"
"1900";"8840";"Oostnieuwkerke";"BEL"
"1901";"8780";"Oostrozebeke";"BEL"
"1902";"8640";"Oostvleteren";"BEL"
"1903";"9931";"Oostwinkel";"BEL"
"1904";"9660";"Opbrakel";"BEL"
"1905";"9255";"Opdorp";"BEL"
"1906";"3660";"Opglabbeek";"BEL"
"1907";"3630";"Opgrimbie";"BEL"
"1908";"1421";"Ophain-Bois-Seigneur-Isaac";"BEL"
"1909";"9500";"Ophasselt";"BEL"
"1910";"3870";"Opheers";"BEL"
"1911";"1357";"Opheylissem";"BEL"
"1912";"3640";"Ophoven";"BEL"
"1913";"3960";"Opitter";"BEL"
